Disease,Locality,Latitude,Longitude,Reported Cases,Severity,Source,Date
Dengue,Kammanahalli,12.900473,77.571281,434,Low,Local Hospital,2024-09-21
Cholera,Rajajinagar,13.071724,77.762181,411,Medium,WHO,2024-03-24
Hepatitis,Gandhinagar,13.182859,77.660606,28,High,User Report,2024-06-23
Dengue,Hoodi,12.855223,77.572848,32,Low,Local Hospital,2024-08-11
Swine Flu,Electronic City,12.854175,77.701203,153,Medium,CDC,2024-02-01
Swine Flu,Gandhinagar,12.875578,77.785597,175,Medium,HealthMap,2024-07-08
Dengue,Marathahalli,12.892219,77.764132,74,Medium,User Report,2024-04-01
Malaria,Peenya,13.046695,77.738832,313,High,WHO,2024-05-13
Cholera,Jayanagar,13.172587,77.685121,40,High,CDC,2024-11-04
COVID-19,Dasarahalli,12.877043,77.770363,364,High,CDC,2024-10-16
Hepatitis,Mysore Road,13.150463,77.505528,138,High,WHO,2024-05-13
Tuberculosis,Mysore Road,13.070726,77.565362,255,High,HealthMap,2024-12-31
Tuberculosis,Majestic,13.157143,77.665694,311,High,Local Hospital,2024-07-02
Dengue,Hebbal,12.953275,77.735145,289,High,User Report,2024-08-09
COVID-19,Indiranagar,12.887613,77.577715,324,High,CDC,2024-06-27
COVID-19,Electronic City,12.972039,77.654356,493,High,HealthMap,2024-12-19
Tuberculosis,Banaswadi,13.067453,77.567271,40,High,CDC,2024-06-26
Zika Virus,Hennur,12.815871,77.547776,178,High,WHO,2024-10-11
Zika Virus,Ulsoor,12.864907,77.766889,355,Medium,HealthMap,2024-12-24
Malaria,Hebbal,12.883876,77.659455,117,High,HealthMap,2024-06-07
Swine Flu,Marathahalli,13.005231,77.529755,166,Low,CDC,2024-03-08
Hepatitis,Banashankari,13.082795,77.724573,433,Medium,CDC,2024-09-14
Hepatitis,Bommanahalli,13.11137,77.53502,230,Medium,HealthMap,2024-12-20
Zika Virus,Whitefield,13.167662,77.627409,115,High,WHO,2024-01-14
Cholera,Koramangala,12.918285,77.701629,59,Medium,HealthMap,2024-06-08
Swine Flu,Hulimavu,12.830962,77.681589,143,Medium,CDC,2024-11-17
Hepatitis,Mysore Road,13.016707,77.548609,326,Medium,CDC,2024-05-27
Swine Flu,Domlur,12.959631,77.672472,499,Medium,WHO,2024-12-29
Dengue,Ramamurthy Nagar,13.03535,77.656232,459,Low,HealthMap,2024-11-14
Hepatitis,Banashankari,12.919614,77.718442,288,High,HealthMap,2024-12-14
Tuberculosis,Wilson Garden,13.120668,77.774963,145,Medium,WHO,2024-10-05
COVID-19,Magadi Road,12.912557,77.562975,460,High,Local Hospital,2024-04-02
Malaria,Banaswadi,12.855853,77.734792,489,High,HealthMap,2024-10-26
Hepatitis,Banaswadi,13.184378,77.618173,404,Low,User Report,2024-06-10
Cholera,Kammanahalli,13.157588,77.749573,322,High,User Report,2024-02-14
Dengue,Mysore Road,13.155895,77.65437,254,Low,CDC,2024-03-22
Malaria,Electronic City,13.067523,77.611866,91,Medium,User Report,2024-02-16
Zika Virus,Malleshwaram,13.006134,77.595482,151,Low,Local Hospital,2024-01-19
Malaria,Devanahalli,13.146635,77.569862,417,Low,User Report,2024-03-04
Hepatitis,Malleshwaram,12.928441,77.692591,289,Medium,Local Hospital,2024-09-25
Hepatitis,Rajajinagar,12.840844,77.646784,92,High,User Report,2024-09-25
Tuberculosis,Nagarbhavi,13.078293,77.596466,406,Medium,User Report,2024-05-20
Dengue,Gandhinagar,12.916965,77.728168,327,Medium,WHO,2024-08-23
Swine Flu,Rajajinagar,13.016503,77.783403,474,Medium,WHO,2024-04-06
Hepatitis,Hebbal,12.847924,77.789759,319,Medium,HealthMap,2024-01-27
Dengue,Mysore Road,12.814698,77.721673,90,High,User Report,2024-07-19
Dengue,Banashankari,13.170334,77.653981,183,Medium,Local Hospital,2024-02-04
Malaria,Shivajinagar,12.894884,77.715791,487,High,User Report,2024-09-09
Zika Virus,Hulimavu,12.947153,77.572837,287,Low,HealthMap,2024-03-24
COVID-19,TC Palya,13.075808,77.65339,214,Low,User Report,2024-11-05
Malaria,Jayanagar,12.982671,77.60909,131,Medium,User Report,2024-12-14
Swine Flu,Jayanagar,13.005179,77.665745,159,Medium,HealthMap,2024-09-28
COVID-19,Nagarbhavi,13.143695,77.620602,108,Low,User Report,2024-03-22
Hepatitis,Chickpet,12.837477,77.601531,126,Low,WHO,2024-09-16
COVID-19,Marathahalli,12.96992,77.645967,333,High,CDC,2024-07-01
Zika Virus,JP Nagar,13.026981,77.78771,306,Medium,HealthMap,2024-06-11
Swine Flu,Majestic,13.132772,77.681338,438,High,Local Hospital,2024-03-28
Zika Virus,Bellandur,13.096801,77.706831,240,Medium,HealthMap,2024-04-02
Cholera,Indiranagar,12.810501,77.613666,212,High,HealthMap,2024-11-08
Cholera,Sarjapur Road,12.913583,77.653648,344,High,CDC,2024-12-17
Swine Flu,Devanahalli,13.197523,77.658895,312,Low,Local Hospital,2024-04-25
Cholera,HBR Layout,13.043154,77.524214,203,High,User Report,2024-05-23
Zika Virus,Indiranagar,12.921624,77.707204,348,Medium,HealthMap,2024-04-30
Tuberculosis,KR Puram,12.993506,77.761534,58,High,User Report,2024-03-09
COVID-19,Lalbagh,13.087483,77.556773,95,High,WHO,2024-06-05
Tuberculosis,KR Puram,13.159235,77.519956,403,Medium,CDC,2024-03-27
Malaria,Magadi Road,13.061634,77.526051,461,High,WHO,2024-05-26
Malaria,Lalbagh,13.053976,77.721947,55,Medium,HealthMap,2024-10-09
COVID-19,Kammanahalli,12.866907,77.782214,450,Low,CDC,2024-09-26
Hepatitis,Nagarbhavi,12.990625,77.721818,263,Low,HealthMap,2024-03-01
Tuberculosis,HBR Layout,13.152015,77.781615,381,High,User Report,2024-01-17
Zika Virus,Banaswadi,12.877327,77.67863,494,Medium,Local Hospital,2024-07-14
Zika Virus,Chickpet,12.909467,77.739935,421,Medium,Local Hospital,2024-03-16
Malaria,Mysore Road,13.001634,77.509229,154,Medium,HealthMap,2024-05-31
COVID-19,Whitefield,13.110467,77.683519,122,Medium,HealthMap,2024-08-28
Tuberculosis,Hoodi,12.939618,77.761577,423,Medium,CDC,2024-10-12
COVID-19,Sahakar Nagar,12.870002,77.561995,144,Low,User Report,2024-06-29
Swine Flu,BTM Layout,12.924196,77.544088,153,Medium,HealthMap,2024-04-05
Cholera,Koramangala,12.823862,77.569853,470,High,WHO,2024-11-13
Cholera,Kammanahalli,13.131696,77.693522,84,Low,Local Hospital,2024-02-06
Cholera,Yelahanka,13.16744,77.656196,215,Low,Local Hospital,2024-05-06
Hepatitis,Wilson Garden,13.052321,77.799441,484,High,WHO,2024-04-14
Dengue,TC Palya,12.956136,77.640625,76,Medium,Local Hospital,2024-01-23
Cholera,TC Palya,13.177662,77.544684,311,Medium,CDC,2024-02-27
Tuberculosis,Hennur,12.926466,77.750982,233,High,CDC,2024-06-17
Cholera,Kadugodi,12.898254,77.784508,385,Low,User Report,2024-06-12
Malaria,Nagarbhavi,13.141823,77.501488,431,High,CDC,2024-04-18
Zika Virus,Dasarahalli,13.059569,77.530544,162,Low,Local Hospital,2024-05-12
Zika Virus,Bellandur,12.831417,77.629204,477,High,WHO,2024-11-27
Tuberculosis,Koramangala,12.971689,77.59004,434,Medium,WHO,2024-10-02
Malaria,BTM Layout,12.811011,77.789841,366,High,HealthMap,2024-08-19
Dengue,Vijayanagar,12.977934,77.506326,474,Medium,WHO,2024-05-07
Cholera,MG Road,13.029079,77.62146,495,Medium,User Report,2024-03-03
Zika Virus,Bommanahalli,12.935122,77.606222,479,Low,CDC,2024-01-16
Hepatitis,Malleshwaram,12.961273,77.714836,203,Low,HealthMap,2024-01-28
Dengue,Jayanagar,12.858835,77.714595,372,Low,CDC,2024-10-11
COVID-19,Bellandur,13.049593,77.603793,445,Low,WHO,2024-01-02
Dengue,KR Market,13.027692,77.628062,19,Medium,CDC,2024-09-10
COVID-19,Ulsoor,13.080265,77.786778,453,High,User Report,2024-04-18
Dengue,Basavanagudi,12.948959,77.509062,387,High,CDC,2024-01-04
Cholera,Rajajinagar,13.051645,77.505132,309,High,HealthMap,2024-05-10
COVID-19,Hulimavu,12.909019,77.770577,156,Low,HealthMap,2024-02-06
COVID-19,Mysore Road,13.139113,77.542021,367,Medium,Local Hospital,2024-05-15
Zika Virus,JP Nagar,13.081164,77.708381,134,High,HealthMap,2024-05-30
Dengue,Yelahanka,13.081212,77.701152,449,High,CDC,2024-05-24
Dengue,Varthur,13.023079,77.590129,15,Low,User Report,2024-07-19
COVID-19,Jayanagar,13.081608,77.66849,62,Medium,Local Hospital,2024-10-04
Zika Virus,HBR Layout,13.058646,77.75857,298,Low,WHO,2024-08-21
COVID-19,Basavanagudi,13.093704,77.74331,276,Low,User Report,2024-06-28
Hepatitis,Hoodi,13.18411,77.662502,334,Low,HealthMap,2024-02-15
Hepatitis,Indiranagar,13.160223,77.779105,124,Low,Local Hospital,2024-10-27
COVID-19,Vijayanagar,13.12951,77.775399,303,Medium,User Report,2024-07-26
Dengue,Kanakapura Road,12.931272,77.624985,385,Medium,Local Hospital,2024-03-10
Dengue,Devanahalli,12.855937,77.605197,81,Low,User Report,2024-11-21
Hepatitis,Banaswadi,13.046402,77.563246,230,Medium,User Report,2024-05-19
Zika Virus,Gandhinagar,13.1367,77.785096,250,High,WHO,2024-02-16
Dengue,Banashankari,12.854157,77.732318,146,High,HealthMap,2024-12-04
Tuberculosis,Shivajinagar,12.939505,77.717657,373,High,WHO,2024-10-28
Zika Virus,Kammanahalli,12.817626,77.51291,416,Medium,User Report,2024-04-02
Dengue,Kengeri,13.014652,77.699175,135,Medium,WHO,2024-08-09
Zika Virus,Banashankari,12.839585,77.752323,458,Medium,Local Hospital,2024-01-11
COVID-19,Hennur,12.802355,77.730199,88,Low,HealthMap,2024-02-29
Hepatitis,Yelahanka,13.188807,77.622785,322,Medium,User Report,2024-10-19
Swine Flu,Dasarahalli,13.031821,77.629334,132,Medium,User Report,2024-04-01
Zika Virus,Kengeri,13.094013,77.779627,230,High,HealthMap,2024-09-29
Swine Flu,TC Palya,12.95429,77.645792,173,Low,User Report,2024-08-04
Cholera,Ramamurthy Nagar,12.889464,77.565282,295,Low,Local Hospital,2024-12-03
Tuberculosis,KR Market,13.103996,77.689107,209,Medium,WHO,2024-01-01
Dengue,Wilson Garden,13.106211,77.781284,190,High,User Report,2024-11-10
Cholera,Malleshwaram,13.059356,77.716916,410,High,HealthMap,2024-09-25
Dengue,Koramangala,13.146516,77.71103,262,High,CDC,2024-01-28
Malaria,Shivajinagar,13.044935,77.630481,483,Medium,WHO,2024-02-01
Malaria,Yelahanka,13.146258,77.615218,396,Low,WHO,2024-02-10
Zika Virus,Whitefield,12.834282,77.751469,192,Low,HealthMap,2024-11-03
Tuberculosis,KR Market,12.951573,77.611975,276,Low,User Report,2024-12-27
COVID-19,Marathahalli,13.10088,77.551684,159,Medium,WHO,2024-09-30
Zika Virus,KR Market,12.939411,77.538326,270,High,WHO,2024-07-25
Zika Virus,Hulimavu,12.92902,77.635529,387,Medium,WHO,2024-05-27
Cholera,Banaswadi,13.005043,77.565097,402,Medium,WHO,2024-02-28
Dengue,Electronic City,12.934026,77.647087,476,Low,Local Hospital,2024-02-18
Malaria,KR Market,12.943815,77.656302,424,Medium,HealthMap,2024-05-27
Dengue,Banaswadi,12.953412,77.782982,179,Low,HealthMap,2024-09-10
Zika Virus,Shivajinagar,12.84413,77.756317,448,Medium,HealthMap,2024-10-17
Hepatitis,Shivajinagar,12.907747,77.711951,80,Low,WHO,2024-12-01
COVID-19,Wilson Garden,13.126204,77.681321,479,Low,WHO,2024-09-21
Hepatitis,KR Market,13.195836,77.748824,223,Low,CDC,2024-04-13
Tuberculosis,Sahakar Nagar,13.068809,77.510977,297,Low,Local Hospital,2024-01-31
Hepatitis,Magadi Road,13.197586,77.64837,283,High,HealthMap,2024-07-05
Cholera,TC Palya,13.142704,77.755263,61,Medium,CDC,2024-08-15
Hepatitis,JP Nagar,13.141925,77.599243,82,High,User Report,2024-12-17
Cholera,Sahakar Nagar,12.89432,77.770734,321,Low,WHO,2024-06-26
Malaria,Whitefield,13.015334,77.670727,25,High,CDC,2024-02-22
Swine Flu,Whitefield,13.161581,77.550907,361,Low,Local Hospital,2024-12-22
COVID-19,Sarjapur Road,12.817628,77.676951,437,High,WHO,2024-04-15
Dengue,Banashankari,12.91999,77.602563,340,Medium,WHO,2024-08-30
Swine Flu,Bommanahalli,12.870185,77.705114,468,Medium,WHO,2024-08-15
Malaria,Hulimavu,13.19627,77.652841,444,High,Local Hospital,2024-02-05
Zika Virus,Kanakapura Road,12.861835,77.590266,270,Medium,HealthMap,2024-07-07
Malaria,Banashankari,12.853,77.599736,384,Low,WHO,2024-05-14
COVID-19,JP Nagar,13.072828,77.529024,108,Medium,CDC,2024-09-18
Malaria,Rajajinagar,12.811197,77.501952,245,Low,WHO,2024-12-30
COVID-19,Bellandur,12.98067,77.529748,300,Medium,CDC,2024-02-13
COVID-19,Malleshwaram,12.832962,77.520705,364,Low,WHO,2024-05-29
Hepatitis,MG Road,12.957101,77.54857,489,High,WHO,2024-08-26
Cholera,Jayanagar,13.182536,77.774699,88,High,HealthMap,2024-10-14
Swine Flu,Bommanahalli,12.903308,77.71769,213,High,CDC,2024-06-26
COVID-19,HBR Layout,13.069235,77.73007,314,Low,CDC,2024-04-06
Hepatitis,MG Road,13.052483,77.654786,13,Medium,Local Hospital,2024-01-19
Swine Flu,Koramangala,13.006774,77.516424,367,High,CDC,2024-02-28
Dengue,JP Nagar,13.076531,77.650395,103,High,CDC,2024-12-24
Malaria,Peenya,13.18922,77.592106,365,Medium,HealthMap,2024-10-03
Zika Virus,Lalbagh,12.939453,77.755119,217,Medium,WHO,2024-10-09
Zika Virus,Magadi Road,13.062953,77.634131,208,Medium,WHO,2024-03-22
Swine Flu,Ramamurthy Nagar,13.011104,77.54862,239,Low,WHO,2024-06-19
Swine Flu,Devanahalli,13.038471,77.559572,99,Medium,HealthMap,2024-08-07
Swine Flu,Hennur,13.170718,77.682057,96,High,Local Hospital,2024-12-26
Hepatitis,HBR Layout,12.947554,77.510737,32,High,User Report,2024-07-18
Cholera,Hulimavu,12.951511,77.567047,480,Medium,User Report,2024-04-12
Dengue,HSR Layout,12.804341,77.647772,340,Medium,CDC,2024-10-11
Dengue,Majestic,13.095602,77.595821,486,Low,CDC,2024-03-14
Hepatitis,Lalbagh,12.842165,77.615128,281,High,CDC,2024-04-20
COVID-19,Magadi Road,12.902217,77.626451,10,Medium,CDC,2024-09-30
Hepatitis,Kammanahalli,13.116294,77.744098,348,Low,User Report,2024-02-11
COVID-19,Lalbagh,12.930375,77.565738,31,Medium,CDC,2024-05-09
Hepatitis,Banaswadi,12.932029,77.615148,156,Medium,User Report,2024-04-28
Cholera,Bellandur,13.002991,77.740874,333,Medium,Local Hospital,2024-11-22
Cholera,BTM Layout,12.865587,77.530253,30,Medium,WHO,2024-06-08
Tuberculosis,Magadi Road,13.133006,77.645812,498,Low,CDC,2024-06-30
Malaria,MG Road,13.05407,77.517851,377,High,CDC,2024-12-08
Swine Flu,Kengeri,13.043215,77.732067,238,Low,CDC,2024-10-25
Dengue,Banashankari,12.847313,77.706361,116,Medium,HealthMap,2024-03-10
Hepatitis,Indiranagar,12.943292,77.773907,186,Low,Local Hospital,2024-06-25
COVID-19,Kadugodi,12.863152,77.753101,448,Medium,WHO,2024-07-28
Swine Flu,Bommanahalli,13.080825,77.655693,297,High,WHO,2024-08-01
Malaria,Bommanahalli,12.834472,77.522272,308,Low,HealthMap,2024-10-05
COVID-19,Lalbagh,13.108058,77.521386,379,High,CDC,2024-04-08
Tuberculosis,Majestic,12.940414,77.573882,341,High,HealthMap,2024-03-13
Tuberculosis,KR Market,12.913846,77.592389,167,High,User Report,2024-07-16
COVID-19,Kammanahalli,13.112862,77.521897,53,Low,WHO,2024-11-13
Zika Virus,KR Market,13.099631,77.722004,19,High,HealthMap,2024-05-07
Cholera,Hebbal,13.011156,77.635184,58,Medium,HealthMap,2024-06-27
Zika Virus,Magadi Road,13.191903,77.579224,354,High,CDC,2024-07-18
Dengue,Mysore Road,12.978081,77.785858,286,Medium,CDC,2024-08-07
Zika Virus,BTM Layout,13.092441,77.745609,39,Medium,Local Hospital,2024-07-07
Swine Flu,Ulsoor,12.858082,77.556526,296,High,CDC,2024-08-15
Swine Flu,Basavanagudi,13.07351,77.616861,138,High,Local Hospital,2024-09-19
Malaria,Kadugodi,12.873541,77.664237,20,High,CDC,2024-02-28
Malaria,Koramangala,13.037641,77.752788,61,Low,WHO,2024-08-10
Tuberculosis,Rajajinagar,13.148041,77.521509,441,Medium,CDC,2024-10-15
Swine Flu,Basavanagudi,12.890973,77.784637,176,Low,WHO,2024-07-31
COVID-19,Varthur,12.969,77.65637,116,Medium,HealthMap,2024-01-24
COVID-19,Ramamurthy Nagar,12.959803,77.683686,258,Medium,User Report,2024-02-14
Dengue,Hennur,12.971531,77.510851,23,High,WHO,2024-08-11
Swine Flu,BTM Layout,12.802123,77.6499,77,Medium,Local Hospital,2024-07-27
COVID-19,Kadugodi,13.015945,77.544142,408,High,User Report,2024-06-16
Tuberculosis,Kanakapura Road,12.977379,77.787466,409,High,WHO,2024-05-05
Cholera,JP Nagar,12.837956,77.515633,171,Medium,User Report,2024-08-29
Cholera,Indiranagar,13.021404,77.563654,178,Low,User Report,2024-12-20
Zika Virus,Banashankari,12.891778,77.741756,469,Medium,WHO,2024-05-28
Dengue,Varthur,13.066817,77.781926,182,Low,WHO,2024-07-13
Cholera,Dasarahalli,13.171899,77.685578,237,High,User Report,2024-08-03
Malaria,Rajajinagar,12.956481,77.677996,30,Medium,User Report,2024-01-28
Tuberculosis,Ulsoor,12.977074,77.658577,189,High,HealthMap,2024-10-07
COVID-19,Nagarbhavi,12.97345,77.535894,213,High,CDC,2024-11-11
Hepatitis,Rajajinagar,13.054715,77.600054,441,High,CDC,2024-05-26
Dengue,Hulimavu,13.177046,77.677301,33,Medium,Local Hospital,2024-08-28
Tuberculosis,Hulimavu,13.01049,77.644778,266,Low,HealthMap,2024-08-30
Swine Flu,Whitefield,12.824274,77.756946,217,Medium,User Report,2024-08-04
Hepatitis,Nagarbhavi,13.183162,77.556513,451,High,HealthMap,2024-08-22
Swine Flu,Banashankari,13.100027,77.654775,302,Medium,CDC,2024-08-17
Hepatitis,Banaswadi,12.803171,77.777573,179,Low,WHO,2024-01-16
Cholera,Hennur,13.060317,77.536174,43,Medium,User Report,2024-11-16
Cholera,Electronic City,13.171821,77.573376,490,Low,Local Hospital,2024-03-24
Malaria,Rajajinagar,12.861561,77.515655,224,High,Local Hospital,2024-10-27
Dengue,Malleshwaram,13.128867,77.788988,486,Low,WHO,2024-12-31
Hepatitis,Varthur,13.106394,77.661169,353,Medium,User Report,2024-11-15
Hepatitis,Ramamurthy Nagar,12.943146,77.719312,61,Medium,CDC,2024-05-07
Zika Virus,HSR Layout,12.86869,77.526969,95,Low,CDC,2024-12-06
COVID-19,Indiranagar,13.060262,77.715915,297,Low,CDC,2024-05-16
Cholera,Lalbagh,13.149726,77.504031,328,High,User Report,2024-03-25
Tuberculosis,Kengeri,13.15079,77.51321,223,Medium,User Report,2024-12-10
Swine Flu,Domlur,12.828943,77.708124,436,Medium,CDC,2024-10-10
Cholera,Mysore Road,13.072622,77.655862,387,Medium,Local Hospital,2024-11-29
COVID-19,Majestic,12.838196,77.693149,295,Medium,Local Hospital,2024-11-11
Cholera,Peenya,13.101861,77.75722,120,High,Local Hospital,2024-08-07
Dengue,Hoodi,12.82749,77.542794,470,Low,WHO,2024-12-20
Swine Flu,Bellandur,13.115907,77.744053,68,Medium,HealthMap,2024-03-30
Tuberculosis,Bommanahalli,13.034727,77.746632,133,High,Local Hospital,2024-02-14
Tuberculosis,Bellandur,12.889139,77.642397,199,Low,HealthMap,2024-06-05
Dengue,Electronic City,12.948786,77.582204,200,Low,User Report,2024-03-27
Dengue,Devanahalli,12.934322,77.523902,391,Medium,WHO,2024-05-13
Swine Flu,KR Puram,12.984634,77.548493,335,High,Local Hospital,2024-09-12
Tuberculosis,Wilson Garden,13.020482,77.728519,259,Low,User Report,2024-06-12
Cholera,Majestic,13.057703,77.619084,362,High,Local Hospital,2024-05-30
Swine Flu,Yelahanka,13.093459,77.557122,133,Low,Local Hospital,2024-09-13
Malaria,Jayanagar,13.119187,77.795409,123,Low,HealthMap,2024-10-27
Dengue,Chickpet,13.031755,77.580013,333,Medium,User Report,2024-05-25
Cholera,Gandhinagar,12.878734,77.697107,350,Low,User Report,2024-02-09
Tuberculosis,BTM Layout,13.11215,77.754251,437,Medium,CDC,2024-08-22
Tuberculosis,Sahakar Nagar,12.993656,77.724481,482,High,HealthMap,2024-06-04
Dengue,Dasarahalli,13.079242,77.53188,85,Low,Local Hospital,2024-08-08
Swine Flu,Electronic City,13.04991,77.730349,291,High,HealthMap,2024-05-01
Zika Virus,Chickpet,12.83311,77.590572,424,High,User Report,2024-05-23
Hepatitis,Majestic,12.984198,77.728643,269,Low,Local Hospital,2024-09-17
Malaria,Dasarahalli,13.005808,77.669017,371,Low,CDC,2024-04-05
Zika Virus,Kanakapura Road,12.893397,77.587873,337,Low,WHO,2024-03-10
Zika Virus,Shivajinagar,12.96227,77.636694,108,High,CDC,2024-03-24
Hepatitis,Kammanahalli,13.176663,77.654445,44,High,WHO,2024-12-20
Dengue,HSR Layout,13.142088,77.562687,416,Medium,Local Hospital,2024-02-23
Cholera,Gandhinagar,12.979303,77.737766,271,Medium,User Report,2024-11-03
Cholera,Shivajinagar,12.875184,77.633394,387,High,Local Hospital,2024-11-27
Cholera,JP Nagar,12.877745,77.794428,98,High,WHO,2024-03-11
Hepatitis,Banaswadi,12.969943,77.716363,74,Low,User Report,2024-09-04
Malaria,Indiranagar,12.985119,77.669165,138,Medium,CDC,2024-04-26
Hepatitis,Chickpet,12.92478,77.50615,61,High,WHO,2024-09-23
Dengue,Yelahanka,13.062281,77.574909,27,Low,Local Hospital,2024-01-17
Zika Virus,Koramangala,12.941374,77.570861,354,High,User Report,2024-01-27
Malaria,Hennur,12.949978,77.761968,325,Low,WHO,2024-06-09
Cholera,Banaswadi,13.069713,77.601183,440,High,Local Hospital,2024-11-21
Cholera,Nagarbhavi,13.123553,77.734758,107,Medium,WHO,2024-11-05
Dengue,Peenya,12.815823,77.695997,227,High,HealthMap,2024-09-21
Malaria,Domlur,13.031731,77.607479,50,High,User Report,2024-12-01
Malaria,Bommanahalli,12.865874,77.789453,396,High,Local Hospital,2024-06-26
Cholera,JP Nagar,13.003916,77.78391,404,High,Local Hospital,2024-11-20
Hepatitis,Sarjapur Road,12.864733,77.783947,77,High,CDC,2024-12-25
Malaria,Jayanagar,13.069197,77.598835,293,Low,WHO,2024-01-23
Malaria,Hebbal,13.10729,77.673117,264,Low,HealthMap,2024-07-19
Malaria,BTM Layout,12.96397,77.634644,417,High,User Report,2024-07-15
Tuberculosis,Yelahanka,12.963549,77.520042,499,Medium,HealthMap,2024-03-09
Dengue,Banaswadi,13.060506,77.611337,76,Low,User Report,2024-02-05
Tuberculosis,Devanahalli,12.838736,77.740742,465,Low,HealthMap,2024-07-12
COVID-19,Domlur,13.044636,77.672524,461,High,User Report,2024-07-15
Malaria,Nagarbhavi,12.915929,77.796213,19,High,User Report,2024-08-14
Hepatitis,Gandhinagar,13.189729,77.735273,425,Low,HealthMap,2024-07-25
Dengue,Kadugodi,12.970378,77.754194,252,Medium,CDC,2024-03-22
COVID-19,JP Nagar,13.107117,77.772589,298,Low,WHO,2024-12-04
Dengue,Kengeri,12.990879,77.63632,298,High,WHO,2024-09-27
Swine Flu,RT Nagar,12.891392,77.527912,403,High,CDC,2024-07-20
Swine Flu,Ulsoor,12.886003,77.655466,231,High,User Report,2024-08-18
Hepatitis,Lalbagh,12.955665,77.653304,303,Low,WHO,2024-08-12
Dengue,Hebbal,13.003292,77.501732,237,Medium,Local Hospital,2024-08-27
Zika Virus,Chickpet,12.808732,77.730207,163,High,CDC,2024-06-06
Tuberculosis,Dasarahalli,13.047927,77.646546,14,High,HealthMap,2024-10-31
Tuberculosis,KR Market,13.023867,77.780282,270,Medium,User Report,2024-04-19
Swine Flu,KR Market,13.096095,77.727466,77,Medium,WHO,2024-06-04
Dengue,Koramangala,13.082591,77.652576,335,High,CDC,2024-04-12
Swine Flu,Shivajinagar,13.077668,77.582328,407,Medium,User Report,2024-05-16
Zika Virus,Sahakar Nagar,12.833988,77.794384,285,Medium,Local Hospital,2024-04-09
